filename,width,height,class,xmin,ymin,xmax,ymax
fall152.xml,640,480,0,162,284,401,443
fall153.xml,640,480,0,161,319,401,479
fall154.xml,640,480,0,236,224,390,399
fall154.xml,640,480,2,529,108,640,285
fall155.xml,640,480,0,188,146,426,300
fall156.xml,640,480,0,158,70,372,302
fall157.xml,640,480,0,153,100,383,335
fall158.xml,640,480,0,133,278,368,470
fall159.xml,640,480,0,100,240,399,480
fall160.xml,640,480,0,122,285,420,479
fall161.xml,640,480,0,167,314,480,480
fall162.xml,640,480,0,171,79,368,350
fall163.xml,640,480,0,189,169,414,406
fall164.xml,640,480,0,174,273,468,480
fall165.xml,640,480,2,525,111,640,296
fall165.xml,640,480,0,231,213,394,406
fall166.xml,640,480,0,56,332,441,477
fall167.xml,640,480,0,178,161,438,306
fall168.xml,640,480,0,182,215,411,473
fall169.xml,640,480,0,52,284,380,479
fall170.xml,640,480,0,18,256,339,479
fall171.xml,640,480,0,40,348,409,480
fall172.xml,640,480,0,125,186,368,385
fall173.xml,640,480,0,172,122,444,329
fall174.xml,640,480,0,188,155,439,376
fall175.xml,640,480,0,186,79,438,335
fall176.xml,640,480,0,254,217,371,383
fall176.xml,640,480,2,540,108,640,314
fall177.xml,640,480,0,170,0,472,357
fall178.xml,640,480,0,200,299,521,450
fall179.xml,640,480,0,174,270,476,440
fall180.xml,640,480,0,195,102,460,319
fall181.xml,640,480,0,188,283,376,479
fall181.xml,640,480,1,41,213,133,296
fall182.xml,640,480,0,186,0,363,351
fall183.xml,640,480,0,174,46,359,392
fall184.xml,640,480,0,233,299,520,480
fall184.xml,640,480,1,47,211,115,285
fall185.xml,640,480,0,165,372,460,475
fall185.xml,640,480,1,51,209,123,274
fall186.xml,640,480,0,142,88,431,260
fall187.xml,640,480,0,118,342,460,476
fall188.xml,640,480,0,322,322,497,476
fall189.xml,640,480,0,312,337,493,468
fall190.xml,640,480,0,304,0,475,306
fall190.xml,640,480,1,562,431,639,475
fall191.xml,640,480,1,553,442,640,480
fall191.xml,640,480,0,226,29,413,348
fall192.xml,640,480,0,241,256,416,467
fall193.xml,640,352,0,90,139,563,327
fall194.xml,640,352,0,296,200,515,306
fall195.xml,640,480,0,191,211,478,480
fall196.xml,640,480,0,212,4,374,383
fall197.xml,640,480,0,166,196,431,376
fall198.xml,640,480,0,238,236,372,402
fall198.xml,640,480,2,531,118,640,321
fall199.xml,640,480,0,222,329,417,480
fall200.xml,640,480,0,226,367,424,480
fall201.xml,640,480,0,238,39,390,425
fall202.xml,500,483,0,92,87,319,274
fall203.xml,640,352,0,192,159,548,275
fall204.xml,640,352,0,207,126,540,250
fall205.xml,640,352,0,126,198,304,351
fall206.xml,640,352,0,153,185,348,347
fall207.xml,640,480,0,175,327,458,480
fall208.xml,640,480,0,181,170,431,435
not fallen001.xml,615,409,2,123,21,526,409
not fallen002.xml,2560,1440,1,1223,618,1478,1344
not fallen002.xml,2560,1440,1,1431,609,1600,1132
not fallen003.xml,1300,866,2,333,249,790,756
not fallen004.xml,1200,1801,1,182,498,536,1609
not fallen005.xml,615,409,2,25,47,366,407
not fallen006.xml,183,275,1,28,7,137,242
not fallen007.xml,300,168,1,118,23,205,151
not fallen008.xml,283,178,2,93,49,176,175
not fallen009.xml,275,183,2,74,2,206,182
not fallen010.xml,275,183,2,50,54,120,152
not fallen011.xml,277,182,1,100,35,174,162
not fallen012.xml,275,183,1,120,50,201,180
not fallen013.xml,275,183,2,58,1,275,183
not fallen014.xml,275,183,2,0,33,273,183
not fallen015.xml,273,185,2,13,0,261,185
not fallen016.xml,185,273,2,26,20,140,261
not fallen017.xml,183,275,2,50,117,179,230
not fallen017.xml,183,275,2,127,96,182,164
not fallen017.xml,183,275,1,21,74,36,107
not fallen017.xml,183,275,2,77,92,92,113
not fallen017.xml,183,275,1,55,73,65,101
not fallen017.xml,183,275,1,64,75,73,100
not fallen017.xml,183,275,1,74,78,82,100
not fallen017.xml,183,275,1,84,73,93,99
not fallen018.xml,275,183,2,1,17,274,183
not fallen019.xml,263,192,2,16,12,242,149
not fallen020.xml,276,183,2,28,12,241,178
not fallen021.xml,309,163,2,111,14,211,162
not fallen022.xml,271,186,2,36,16,191,171
not fallen023.xml,275,183,1,157,39,193,174
not fallen023.xml,275,183,1,231,53,250,99
not fallen023.xml,275,183,1,188,53,207,110
not fallen023.xml,275,183,1,125,54,148,114
not fallen023.xml,275,183,1,95,47,118,107
not fallen024.xml,262,193,1,110,28,153,158
not fallen024.xml,262,193,1,163,41,191,116
not fallen024.xml,262,193,1,197,45,212,96
not fallen024.xml,262,193,1,213,45,231,97
not fallen024.xml,262,193,1,85,48,102,93
not fallen024.xml,262,193,1,154,51,161,76
not fallen025.xml,275,183,1,139,40,196,173
not fallen026.xml,259,194,1,27,35,88,173
not fallen027.xml,275,183,1,115,43,155,175
not fallen027.xml,275,183,1,34,63,55,120
not fallen027.xml,275,183,1,77,59,86,87
not fallen027.xml,275,183,1,84,64,94,88
not fallen028.xml,275,183,1,154,57,199,153
not fallen029.xml,299,168,1,127,50,166,145
not fallen030.xml,265,190,2,74,11,176,175
not fallen031.xml,183,275,2,39,66,133,272
not fallen032.xml,265,190,2,25,12,185,173
not fallen033.xml,194,259,2,21,32,177,238
not fallen034.xml,275,183,2,108,35,193,179
not fallen035.xml,275,183,2,45,60,160,174
not fallen036.xml,275,183,2,52,11,131,176
not fallen037.xml,275,183,2,35,29,193,176
not fallen038.xml,275,183,1,117,47,167,147
not fallen039.xml,262,192,1,132,32,213,175
not fallen040.xml,262,193,1,113,28,153,157
not fallen040.xml,262,193,1,153,48,163,77
not fallen040.xml,262,193,1,167,39,191,119
not fallen040.xml,262,193,1,197,45,214,97
not fallen040.xml,262,193,1,213,45,229,97
not fallen040.xml,262,193,1,85,47,104,92
not fallen041.xml,300,168,1,41,4,231,166
not fallen042.xml,275,183,1,87,32,144,183
not fallen042.xml,275,183,2,164,122,179,154
not fallen042.xml,275,183,2,181,119,194,154
not fallen042.xml,275,183,2,30,121,45,154
not fallen042.xml,275,183,2,61,124,78,154
not fallen042.xml,275,183,2,0,121,9,156
not fallen042.xml,275,183,2,12,118,26,154
not fallen042.xml,275,183,2,50,112,59,120
not fallen042.xml,275,183,2,65,112,76,120
not fallen042.xml,275,183,2,160,113,170,118
not fallen042.xml,275,183,2,176,111,190,117
not fallen042.xml,275,183,2,198,114,206,126
not fallen042.xml,275,183,2,212,116,221,127
not fallen042.xml,275,183,1,227,105,245,129
not fallen042.xml,275,183,2,255,117,275,151
not fallen043.xml,183,275,1,40,17,126,270
not fallen044.xml,267,189,1,92,41,175,188
not fallen045.xml,236,213,1,7,11,84,198
not fallen045.xml,236,213,1,212,29,236,120
not fallen045.xml,236,213,2,182,56,224,116
not fallen046.xml,275,183,1,157,49,210,170
not fallen047.xml,275,183,1,114,43,153,175
not fallen047.xml,275,183,1,151,59,165,96
not fallen047.xml,275,183,1,109,58,123,83
not fallen047.xml,275,183,1,78,59,85,87
not fallen047.xml,275,183,1,85,64,95,85
not fallen047.xml,275,183,1,39,63,55,116
not fallen048.xml,275,183,2,128,6,216,177
not fallen049.xml,275,183,2,120,4,258,183
not fallen050.xml,391,280,2,82,38,340,244
not fallen051.xml,275,183,2,85,15,231,181
not fallen052.xml,253,199,2,21,29,162,169
not fallen053.xml,248,203,2,33,49,123,175
not fallen054.xml,299,168,2,90,24,225,166
not fallen055.xml,275,183,2,42,19,149,152
not fallen055.xml,275,183,2,124,32,268,149
not fallen056.xml,275,183,2,47,30,184,168
not fallen056.xml,275,183,2,12,33,54,99
not fallen057.xml,275,183,2,46,19,270,178
not fallen058.xml,300,168,0,0,5,280,154
not fallen059.xml,275,183,0,17,4,275,165
not fallen060.xml,275,183,0,35,72,251,159
not fallen061.xml,183,275,0,22,38,157,268
not fallen062.xml,174,280,0,41,12,133,228
not fallen063.xml,474,592,2,186,133,348,370
not fallen064.xml,1300,866,2,19,110,1291,751
not fallen065.xml,299,450,1,60,42,196,401
not fallen066.xml,532,800,2,35,148,502,693
not fallen067.xml,450,300,2,97,80,207,291
not fallen068.xml,1300,956,1,686,329,1088,864
not fallen069.xml,2848,4288,1,308,1527,1322,3869
not fallen070.xml,280,518,1,67,52,268,488
not fallen071.xml,803,603,1,216,109,377,582
not fallen071.xml,803,603,1,392,368,512,585
not fallen072.xml,600,400,1,372,71,551,400
not fallen072.xml,600,400,1,0,52,141,400
not fallen073.xml,1200,800,2,103,215,725,712
not fallen074.xml,1600,1168,2,62,131,1487,888
not fallen075.xml,1600,1168,2,775,23,1531,1075
not fallen076.xml,1600,1167,2,573,354,882,1052
not fallen077.xml,1023,682,2,141,139,893,524
not fallen078.xml,1000,667,2,162,0,814,666
not fallen079.xml,1000,667,2,168,11,780,659
not fallen080.xml,626,417,1,136,63,496,416
not fallen081.xml,626,417,1,123,61,505,417
not fallen082.xml,1300,957,2,396,105,1213,754
not fallen083.xml,1300,957,2,362,110,1231,766
not fallen084.xml,1200,628,2,391,12,1200,624
not fallen085.xml,650,433,1,342,112,429,360
not fallen086.xml,1800,1201,1,355,303,820,1136
not fallen087.xml,408,612,1,122,151,264,592
not fallen088.xml,408,612,1,15,32,331,579
not fallen089.xml,612,408,1,43,40,258,408
not fallen090.xml,509,339,1,152,40,247,309
not fallen091.xml,800,533,1,268,66,482,532
not fallen092.xml,390,280,2,70,86,297,249
not fallen093.xml,390,280,2,71,15,296,244
not fallen094.xml,1500,2251,1,803,865,1170,1892
not fallen095.xml,590,332,2,21,7,482,325
not fallen096.xml,590,332,2,189,31,393,332
not fallen097.xml,682,1024,1,137,246,466,984
not fallen098.xml,640,360,1,315,0,501,357
not fallen099.xml,1024,683,1,551,142,792,666
not fallen100.xml,2000,1332,2,871,436,1202,1264
not fallen101.xml,1300,938,2,286,305,1277,866
not fallen102.xml,1105,1689,1,37,62,951,1623
not fallen103.xml,640,360,2,265,40,527,360
not fallen104.xml,1232,821,2,283,198,936,783
not fallen105.xml,1280,720,1,92,289,661,720
not fallen106.xml,1057,1300,1,245,297,786,1108
not fallen107.xml,800,533,2,227,86,697,482
not fallen108.xml,275,183,2,101,20,178,171
not fallen109.xml,183,275,2,81,47,163,258
not fallen110.xml,276,183,1,135,4,257,183
not fallen111.xml,262,192,1,108,23,159,161
not fallen112.xml,183,275,1,64,60,139,264
not fallen113.xml,267,189,2,36,3,198,187
not fallen114.xml,275,183,1,141,27,199,142
not fallen115.xml,275,183,1,141,15,211,171
not fallen116.xml,275,183,1,145,13,210,172
not fallen117.xml,275,183,2,56,24,233,167
not fallen118.xml,225,225,2,22,4,192,213
not fallen119.xml,262,192,1,3,25,97,192
not fallen120.xml,183,275,1,34,15,122,269
not fallen121.xml,275,183,1,119,34,167,181
not fallen122.xml,275,183,1,73,32,137,181
not fallen123.xml,275,183,2,70,45,164,155
not fallen124.xml,201,251,1,45,59,107,243
not fallen125.xml,269,188,1,117,60,150,155
not fallen126.xml,183,275,1,60,60,144,272
not fallen127.xml,275,183,1,115,16,196,182
not fallen128.xml,299,168,1,107,3,209,167
not fallen129.xml,275,183,1,62,17,121,173
not fallen130.xml,275,183,2,45,27,199,183
not fallen131.xml,275,183,1,23,17,126,183
not fallen132.xml,262,192,2,24,4,166,178
not fallen133.xml,275,183,2,14,20,173,176
not fallen134.xml,275,183,2,26,17,160,157
not fallen135.xml,268,188,0,1,33,242,121
not fallen136.xml,262,192,2,87,10,249,171
not fallen137.xml,183,275,2,32,84,167,266
not fallen138.xml,275,183,2,26,18,248,183
not fallen139.xml,225,225,2,62,5,181,224
not fallen140.xml,275,183,2,39,30,196,174
not fallen141.xml,178,284,2,40,89,173,257
not fallen142.xml,262,193,2,105,22,186,113
not fallen143.xml,319,158,2,143,16,238,151
not fallen144.xml,275,183,2,115,56,225,183
not fallen145.xml,299,168,2,106,13,227,148
not fallen146.xml,262,192,2,125,42,223,159
not fallen147.xml,183,275,1,82,87,137,246
not fallen148.xml,192,263,1,64,118,117,240
not fallen149.xml,183,275,1,6,84,83,250
not fallen150.xml,275,184,2,89,23,209,180
not fallen151.xml,170,296,1,17,10,112,281
not fallen152.xml,262,192,1,34,22,136,152
not fallen153.xml,183,275,1,43,23,135,253
not fallen154.xml,1000,562,1,520,81,682,431
not fallen155.xml,1000,1500,1,287,335,677,1247
not fallen156.xml,640,480,2,379,121,593,480
not fallen157.xml,640,480,2,379,109,603,468
not fallen158.xml,640,480,2,373,114,617,298
not fallen159.xml,640,480,2,369,109,619,300
not fallen160.xml,640,480,1,360,91,464,328
not fallen161.xml,640,480,1,367,94,472,330
not fallen162.xml,640,480,1,390,170,504,480
not fallen163.xml,640,480,1,385,168,499,480
not fallen164.xml,640,480,1,124,168,237,479
not fallen165.xml,640,480,1,333,173,433,388
not fallen166.xml,640,480,1,299,73,424,360
fall001.xml,262,192,0,19,12,250,164
fall002.xml,612,408,0,157,28,461,316
fall003.xml,612,408,0,186,22,583,296
fall004.xml,390,280,0,58,37,338,219
fall005.xml,600,423,0,111,129,591,321
fall006.xml,1280,720,0,399,30,1059,484
fall007.xml,390,280,0,4,34,363,262
fall008.xml,1300,956,0,204,113,1111,490
fall009.xml,272,185,0,56,40,262,155
fall010.xml,262,192,0,53,51,119,138
fall011.xml,269,187,0,70,58,229,123
fall012.xml,275,183,0,48,64,184,165
fall013.xml,275,183,0,55,76,186,131
fall014.xml,389,280,0,12,15,307,236
fall015.xml,612,408,0,38,64,605,292
fall016.xml,612,408,0,240,40,558,303
fall017.xml,264,191,0,58,122,255,178
fall018.xml,275,183,0,56,5,236,147
fall019.xml,275,183,0,90,7,238,153
fall020.xml,183,275,0,12,54,169,245
fall021.xml,208,242,0,19,43,155,228
fall022.xml,275,183,0,89,5,243,153
fall023.xml,275,183,0,39,29,229,157
fall024.xml,259,194,0,50,53,228,177
fall025.xml,275,183,0,50,9,183,164
fall026.xml,263,192,0,8,22,183,156
fall027.xml,262,192,0,9,35,245,164
fall028.xml,275,183,0,1,1,257,134
fall029.xml,300,168,0,111,55,243,147
fall030.xml,263,192,0,45,17,247,154
fall031.xml,259,194,0,27,83,223,180
fall032.xml,275,183,0,85,48,265,132
fall033.xml,300,168,0,60,12,269,142
fall034.xml,275,183,0,34,27,219,183
fall035.xml,346,146,0,26,17,315,145
fall036.xml,300,168,0,81,77,288,161
fall037.xml,275,183,0,29,8,191,169
fall038.xml,800,600,0,289,139,536,451
fall039.xml,275,183,0,63,14,274,176
fall040.xml,259,194,0,1,38,200,166
fall041.xml,283,178,0,25,60,240,156
fall042.xml,300,168,0,89,50,298,145
fall043.xml,265,190,0,67,41,212,156
fall044.xml,238,211,0,86,46,232,182
fall045.xml,276,183,0,78,64,221,150
fall046.xml,640,480,0,188,319,640,478
fall047.xml,640,352,0,117,144,635,347
fall048.xml,640,352,0,113,107,624,320
fall049.xml,640,480,0,232,192,393,376
fall049.xml,640,480,2,521,105,634,306
fall050.xml,640,480,0,138,344,440,480
fall051.xml,640,480,0,182,358,503,479
fall052.xml,640,480,0,136,324,497,479
fall053.xml,640,480,0,194,167,426,323
fall054.xml,640,480,0,170,298,485,475
fall055.xml,640,480,0,146,68,365,313
fall056.xml,640,480,0,131,145,391,321
fall057.xml,640,480,0,34,318,640,479
fall058.xml,640,480,0,135,368,374,480
fall058.xml,640,480,2,35,201,125,297
fall059.xml,640,480,0,296,14,508,358
fall060.xml,640,480,0,276,356,638,479
fall061.xml,640,480,0,236,236,619,434
fall062.xml,640,480,0,0,331,500,477
fall063.xml,640,480,0,59,315,492,480
fall064.xml,640,352,0,1,126,640,325
fall065.xml,640,352,0,32,128,565,318
fall066.xml,640,352,0,6,140,567,319
fall067.xml,640,352,0,2,146,536,324
fall068.xml,640,352,0,75,86,434,335
fall069.xml,640,352,0,89,105,511,332
fall070.xml,640,352,0,164,96,445,324
not fallen001.xml,1280,527,1,341,82,544,498
not fallen002.xml,852,480,2,207,21,852,419
not fallen003.xml,852,480,2,23,9,830,473
not fallen004.xml,275,183,2,77,21,214,181
not fallen005.xml,275,183,2,120,4,259,181
not fallen006.xml,299,168,2,105,13,231,168
not fallen007.xml,275,183,2,69,34,176,175
not fallen008.xml,299,450,2,17,72,226,434
not fallen009.xml,1300,1216,2,195,117,1046,1126
not fallen010.xml,800,533,2,278,144,572,476
not fallen011.xml,1300,956,2,455,119,1251,867
not fallen012.xml,1300,957,1,238,9,1256,859
not fallen013.xml,958,599,2,122,10,660,589
not fallen014.xml,720,500,2,65,46,377,500
not fallen015.xml,1300,956,1,401,13,790,867
not fallen016.xml,700,1050,1,67,81,439,878
not fallen017.xml,1400,858,1,506,125,801,836
not fallen017.xml,1400,858,1,818,529,983,822
not fallen018.xml,626,417,2,162,101,506,403
not fallen019.xml,866,1390,1,216,177,518,1120
not fallen020.xml,320,240,1,132,88,198,229
not fallen021.xml,320,240,1,108,76,180,230
not fallen022.xml,320,240,1,167,72,219,201
not fallen023.xml,320,240,1,168,74,230,224
not fallen024.xml,320,240,1,158,80,222,226
not fallen025.xml,320,240,1,60,72,121,211
not fallen026.xml,320,240,1,28,86,102,232
not fallen027.xml,320,240,1,29,70,83,203
not fallen028.xml,320,240,1,72,73,135,219
not fallen029.xml,320,240,1,203,94,275,238
not fallen030.xml,320,240,1,159,76,219,224
not fallen031.xml,320,240,1,178,71,216,188
not fallen032.xml,320,240,2,178,89,220,188
not fallen033.xml,320,240,0,169,96,232,175
not fallen034.xml,320,240,0,172,100,231,170
not fallen035.xml,320,240,2,125,112,187,220
not fallen036.xml,320,240,1,85,73,132,212
not fallen037.xml,320,240,2,69,118,125,201
not fallen038.xml,320,240,1,32,71,95,199
not fallen039.xml,320,240,1,2,68,57,203
not fallen040.xml,320,240,1,160,77,211,219
not fallen041.xml,320,240,2,190,119,271,211
