label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
sit,76,151,131,274,sit33.JPG,720,480
sit,3,132,104,255,sit33.JPG,720,480
sit,428,164,126,310,sit33.JPG,720,480
sit,546,122,323,573,sit34.png,1387,749
sit,228,279,256,622,sit35.JPG,1440,1080
sit,474,230,205,701,sit35.JPG,1440,1080
sit,674,205,195,717,sit35.JPG,1440,1080
sit,855,218,264,724,sit35.JPG,1440,1080
sit,352,226,195,373,sit36.png,1317,715
stand,376,84,182,494,sit37.JPG,1280,960
stand,571,107,182,407,sit37.JPG,1280,960
stand,751,130,171,353,sit37.JPG,1280,960
sit,794,382,259,578,sit37.JPG,1280,960
sit,535,409,273,507,sit37.JPG,1280,960
sit,110,485,419,595,sit38.JPG,2160,1080
sit,344,376,219,601,sit38.JPG,2160,1080
sit,508,474,171,492,sit38.JPG,2160,1080
sit,599,274,175,517,sit38.JPG,2160,1080
sit,788,303,113,539,sit38.JPG,2160,1080
sit,919,278,146,586,sit38.JPG,2160,1080
sit,1050,340,113,532,sit38.JPG,2160,1080
sit,1178,332,113,546,sit38.JPG,2160,1080
sit,1316,325,135,543,sit38.JPG,2160,1080
sit,1411,427,229,452,sit38.JPG,2160,1080
sit,1659,442,277,466,sit38.JPG,2160,1080
sit,172,222,169,361,sit39.png,1337,755
sit,377,168,144,239,sit39.png,1337,755
sit,1101,272,167,253,sit39.png,1337,755
sit,330,179,110,345,sit4.jpg,809,1080
sit,765,869,1357,2733,sit40.JPG,3024,4032
sit,115,177,149,378,sit41.png,1303,623
sit,328,197,160,424,sit41.png,1303,623
sit,550,204,187,419,sit41.png,1303,623
sit,814,265,174,358,sit41.png,1303,623
stand,1064,109,207,514,sit41.png,1303,623
sit,28,754,246,652,sit42.JPG,1080,1440
sit,253,856,164,543,sit42.JPG,1080,1440
sit,437,856,157,577,sit42.JPG,1080,1440
sit,625,839,174,566,sit42.JPG,1080,1440
sit,748,758,235,669,sit42.JPG,1080,1440
stand,253,117,266,638,sit43.png,1177,755
sit,703,247,240,508,sit43.png,1177,755
sit,584,171,173,355,sit43.png,1177,755
sit,975,179,109,246,sit43.png,1177,755
sit,28,98,119,248,sit43.png,1177,755
sit,250,246,745,834,sit44.jpg,1080,1080
sit,109,199,277,426,sit45.png,1127,641
sit,472,205,247,436,sit45.png,1127,641
stand,947,130,180,500,sit45.png,1127,641
sit,322,51,582,739,sit46.jpg,1080,1350
sit,760,292,229,296,sit47.png,1211,719
stand,462,210,155,364,sit47.png,1211,719
sit,275,134,411,1120,sit48.jpg,1080,1346
sit,579,289,184,297,sit49.png,1085,809
sit,668,461,141,325,sit5.jpg,809,1080
sit,394,308,189,327,sit50.png,1275,771
sit,760,386,247,361,sit50.png,1275,771
sit,233,287,142,316,sit50.png,1275,771
sit,121,241,116,262,sit50.png,1275,771
sit,624,855,983,2075,sit51.jpg,2160,3840
sit,104,260,192,313,sit52.png,1223,647
sit,310,231,120,336,sit52.png,1223,647
sit,729,222,122,247,sit52.png,1223,647
sit,869,194,93,309,sit52.png,1223,647
sit,442,50,1483,2110,sit53.jpg,3840,2160
sit,141,131,254,399,sit54.png,463,571
sit,562,630,399,640,sit55.jpg,1597,2160
sit,488,181,116,309,sit56.png,1125,635
sit,748,188,146,266,sit56.png,1125,635
sit,600,168,101,281,sit56.png,1125,635
sit,298,179,144,245,sit56.png,1125,635
sit,73,187,102,230,sit56.png,1125,635
sit,678,928,728,1820,sit57.jpg,2160,3840
sit,111,109,119,285,sit58.png,1261,495
sit,252,139,159,323,sit58.png,1261,495
sit,577,107,108,270,sit58.png,1261,495
sit,794,135,130,310,sit58.png,1261,495
sit,992,92,98,200,sit58.png,1261,495
sit,442,400,1292,2366,sit59.jpg,2160,3840
sit,379,294,131,310,sit6.jpg,810,1080
stand,568,251,123,361,sit6.jpg,810,1080
stand,408,234,96,383,sit60.png,1119,661
sit,253,257,128,200,sit60.png,1119,661
sit,504,330,121,296,sit60.png,1119,661
sit,818,246,98,223,sit60.png,1119,661
sit,187,755,1083,1938,sit61.jpg,2160,3840
sit,90,40,386,659,sit62.png,512,768
sit,730,862,454,752,sit63.jpg,2803,1865
sit,1292,791,454,846,sit63.jpg,2803,1865
sit,14,448,706,474,sit64.png,877,922
sit,82,402,276,330,sit7.jpg,810,1080
sit,271,228,228,302,sit8.jpg,810,1080
sit,345,148,235,386,sit9.jpg,809,1080
